Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,F,GOOG,QQQ,RHI,SPY,AMZN,F,GOOG,QQQ,RHI,SPY,AMZN,F,GOOG,QQQ,RHI,SPY,AMZN,F,GOOG,QQQ,RHI,SPY,AMZN,F,GOOG,QQQ,RHI,SPY,AMZN,F,GOOG,QQQ,RHI,SPY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,90.6989974975586,7.177041053771973,60.02450180053711,176.90060424804688,59.421382904052734,263.8812255859375,90.6989974975586,9.010000228881836,60.02450180053711,182.72999572753906,66.20999908447266,285.9700012207031,91.0,9.029999732971191,60.067501068115234,182.91000366210938,66.80999755859375,286.2300109863281,90.25599670410156,8.90999984741211,59.285499572753906,181.77999877929688,65.79000091552734,285.0899963378906,90.5510025024414,8.949999809265137,59.76599884033203,182.24000549316406,66.68000030517578,286.0400085449219,68962000,30699400,16558000,22645200,1019200,40070400
2019-04-03,91.03500366210938,7.272629737854004,60.29600143432617,177.91714477539062,60.70475387573242,264.2964782714844,91.03500366210938,9.130000114440918,60.29600143432617,183.77999877929688,67.63999938964844,286.4200134277344,91.5,9.270000457763672,60.814998626708984,184.9199981689453,67.75,287.760009765625,90.48100280761719,9.0600004196167,60.025001525878906,183.2100067138672,66.68000030517578,285.75,91.33599853515625,9.069999694824219,60.374000549316406,183.75999450683594,66.83999633789062,287.32000732421875,78522000,56663600,20286000,31633500,1146300,68243200
2019-04-04,90.94300079345703,7.360249996185303,60.75,177.849365234375,60.41758728027344,264.9977722167969,90.94300079345703,9.239999771118164,60.75,183.7100067138672,67.31999969482422,287.17999267578125,91.4375,9.300000190734863,60.78350067138672,184.5,67.98999786376953,287.4599914550781,90.20999908447266,9.180000305175781,60.20650100708008,182.64999389648438,67.0199966430664,286.010009765625,91.03250122070312,9.210000038146973,60.297000885009766,183.8300018310547,67.86000061035156,286.7799987792969,72478000,39483100,19000000,28530800,621400,48997500
2019-04-05,91.86399841308594,7.368216037750244,60.35749816894531,178.7690887451172,60.534236907958984,266.28045654296875,91.86399841308594,9.25,60.35749816894531,184.66000366210938,67.44999694824219,288.57000732421875,91.92900085449219,9.270000457763672,60.81100082397461,184.77000427246094,67.97000122070312,288.6300048828125,91.2594985961914,9.079999923706055,60.25149917602539,184.02000427246094,67.0,287.6000061035156,91.44999694824219,9.170000076293945,60.7495002746582,184.24000549316406,67.69000244140625,287.9200134277344,72810000,37854700,18144000,25674700,688700,58621700
2019-04-08,92.49299621582031,7.408044338226318,60.19200134277344,179.2240447998047,60.25602722167969,266.4834289550781,92.49299621582031,9.300000190734863,60.19200134277344,185.1300048828125,67.13999938964844,288.7900085449219,92.51000213623047,9.319999694824219,60.43450164794922,185.27999877929688,67.41000366210938,288.9100036621094,91.25550079345703,9.170000076293945,59.99300003051758,183.6300048828125,66.87000274658203,287.3699951171875,91.6614990234375,9.180000305175781,60.394500732421875,184.36000061035156,67.36000061035156,288.1000061035156,75056000,26221100,17204000,22697500,598500,53566300
2019-04-09,91.79199981689453,7.336353778839111,59.86249923706055,178.59478759765625,58.87393569946289,265.11773681640625,91.79199981689453,9.210000038146973,59.86249923706055,184.47999572753906,65.5999984741211,287.30999755859375,92.65450286865234,9.359999656677246,60.114498138427734,185.11000061035156,66.72000122070312,288.0799865722656,91.58899688720703,9.170000076293945,59.65399932861328,184.08999633789062,65.45999908447266,286.70001220703125,92.27449798583984,9.270000457763672,59.79999923706055,184.5,66.6500015258789,287.7200012207031,74288000,29879100,17528000,25631900,1002100,66142300
2019-04-10,92.36650085449219,7.431941509246826,60.108001708984375,179.55322265625,58.87393569946289,266.0220642089844,92.36650085449219,9.329999923706055,60.108001708984375,185.47000122070312,65.5999984741211,288.2900085449219,92.4000015258789,9.350000381469727,60.18925094604492,185.52999877929688,65.70999908447266,288.3900146484375,91.44049835205078,9.199999809265137,59.82175064086914,184.52000427246094,65.12999725341797,287.30999755859375,92.05000305175781,9.229999542236328,60.034000396728516,184.72000122070312,65.58999633789062,287.7699890136719,59280000,28469500,14492000,24563000,905600,52601500
2019-04-11,92.20349884033203,7.479734897613525,60.23099899291992,179.1272735595703,59.67267990112305,265.9482421875,92.20349884033203,9.390000343322754,60.23099899291992,185.02999877929688,66.48999786376953,288.2099914550781,92.49749755859375,9.40999984741211,60.39799880981445,185.77999877929688,66.51000213623047,288.8399963378906,92.0155029296875,9.329999923706055,60.006500244140625,184.69000244140625,65.83999633789062,287.5799865722656,92.43499755859375,9.350000381469727,60.198001861572266,185.77999877929688,65.91000366210938,288.8299865722656,53096000,26488100,14204000,20654100,1014000,55093100
2019-04-12,92.15299987792969,7.527527332305908,60.89350128173828,179.90174865722656,60.094505310058594,267.7475891113281,92.15299987792969,9.449999809265137,60.89350128173828,185.8300018310547,66.95999908447266,290.1600036621094,92.57499694824219,9.600000381469727,60.91749954223633,185.9499969482422,67.5,290.4700012207031,92.06500244140625,9.4399995803833,60.40549850463867,185.05999755859375,66.08999633789062,288.260009765625,92.41999816894531,9.470000267028809,60.5,185.85000610351562,66.88999938964844,290.0,62288000,38646000,18668000,24989100,959900,69727800
2019-04-15,92.24349975585938,7.431941509246826,61.05500030517578,179.93075561523438,60.12141036987305,267.5722351074219,92.24349975585938,9.329999923706055,61.05500030517578,185.86000061035156,66.98999786376953,289.9700012207031,92.34249877929688,9.5,61.209999084472656,186.07000732421875,67.37999725341797,290.3500061035156,90.94499969482422,9.260000228881836,60.455501556396484,184.6199951171875,66.56999969482422,289.0799865722656,92.0999984741211,9.479999542236328,60.900001525878906,185.83999633789062,67.16000366210938,290.239990234375,74488000,41206700,23748000,21073000,701400,49596700
2019-04-16,93.1520004272461,7.455837726593018,61.35649871826172,180.55035400390625,60.32783508300781,267.7475891113281,93.1520004272461,9.359999656677246,61.35649871826172,186.5,67.22000122070312,290.1600036621094,93.4885025024414,9.399999618530273,61.54100036621094,186.91000366210938,67.7699966430664,291.010009765625,92.4000015258789,9.239999771118164,61.00600051879883,185.92999267578125,67.16999816894531,289.5,92.56749725341797,9.319999694824219,61.25,186.5399932861328,67.4000015258789,290.95001220703125,60892000,40950000,17126000,27195700,808100,52153200
2019-04-17,93.24099731445312,7.567355632781982,61.81700134277344,181.17958068847656,60.30990219116211,267.0925598144531,93.24099731445312,9.5,61.81700134277344,187.14999389648438,67.19999694824219,289.45001220703125,93.82350158691406,9.579999923706055,62.02799987792969,187.92999267578125,68.12000274658203,291.42999267578125,93.02200317382812,9.390000343322754,61.39099884033203,186.60000610351562,67.0,288.989990234375,93.64949798583984,9.399999618530273,61.650001525878906,187.75,67.66000366210938,291.3999938964844,57870000,30688300,24438000,29651600,1180900,58268300
2019-04-18,93.08450317382812,7.607185363769531,61.81850051879883,181.4119415283203,61.162479400634766,267.618408203125,93.08450317382812,9.550000190734863,61.81850051879883,187.38999938964844,68.1500015258789,290.0199890136719,93.54100036621094,9.619999885559082,62.099998474121094,187.7899932861328,68.2699966430664,290.32000732421875,92.9739990234375,9.479999542236328,61.730499267578125,186.2899932861328,66.93000030517578,288.6600036621094,93.43949890136719,9.520000457763672,61.95899963378906,187.4600067138672,67.25,290.1000061035156,54998000,29843000,26636000,28580900,1413500,68708500
2019-04-22,94.3655014038086,7.567355632781982,62.44200134277344,181.925048828125,60.480403900146484,267.8491516113281,94.3655014038086,9.5,62.44200134277344,187.9199981689453,67.38999938964844,290.2699890136719,94.4209976196289,9.579999923706055,62.454498291015625,187.99000549316406,68.0,290.44000244140625,92.28199768066406,9.460000038146973,61.41550064086914,186.42999267578125,67.19999694824219,289.07000732421875,92.7699966430664,9.579999923706055,61.79949951171875,186.57000732421875,67.80000305175781,289.1700134277344,67476000,38718500,16146000,17936000,981500,40160100
2019-04-23,96.1884994506836,7.68875789642334,63.227500915527344,184.23878479003906,61.73685836791992,270.25738525390625,96.1884994506836,9.5,63.227500915527344,190.30999755859375,68.79000091552734,292.8800048828125,96.46299743652344,9.510000228881836,63.45000076293945,190.5399932861328,69.08000183105469,293.1400146484375,94.47899627685547,9.300000190734863,62.319000244140625,188.1300048828125,67.51000213623047,290.4200134277344,94.55999755859375,9.359999656677246,62.53450012207031,188.39999389648438,67.95999908447266,290.67999267578125,92808000,39493700,26398000,33665600,2143000,52246600
2019-04-24,95.0875015258789,7.745413303375244,62.79999923706055,183.65794372558594,56.54051208496094,269.6577453613281,95.0875015258789,9.569999694824219,62.79999923706055,189.7100067138672,63.0,292.2300109863281,96.4844970703125,9.609999656677246,63.4005012512207,190.7100067138672,63.849998474121094,293.1600036621094,94.90799713134766,9.399999618530273,62.75,189.64999389648438,61.70000076293945,292.07000732421875,96.25,9.449999809265137,63.20600128173828,190.47000122070312,62.099998474121094,292.7900085449219,73516000,39796300,20376000,24977100,4130300,50392900
2019-04-25,95.11250305175781,7.607822895050049,63.17250061035156,184.40338134765625,55.7327995300293,269.49151611328125,95.11250305175781,9.399999618530273,63.17250061035156,190.47999572753906,62.099998474121094,292.04998779296875,96.12249755859375,9.529999732971191,63.370399475097656,191.22000122070312,62.939998626708984,292.7799987792969,95.0155029296875,9.34000015258789,62.60150146484375,189.4499969482422,61.900001525878906,290.7300109863281,95.8499984741211,9.520000457763672,63.23849868774414,191.1300048828125,62.27000045776367,292.1199951171875,121982000,52596700,22146000,29517500,1738500,57770900
2019-04-26,97.53150177001953,8.425260543823242,63.60900115966797,184.56793212890625,56.04691696166992,270.7466125488281,97.53150177001953,10.40999984741211,63.60900115966797,190.64999389648438,62.45000076293945,293.4100036621094,97.55000305175781,10.449999809265137,63.653499603271484,190.69000244140625,62.790000915527344,293.489990234375,94.9000015258789,9.949999809265137,63.01599884033203,188.58999633789062,61.79999923706055,291.239990234375,96.44999694824219,10.029999732971191,63.45000076293945,190.17999267578125,62.369998931884766,292.1000061035156,168652000,156136700,24828000,26359500,1122800,50916400
2019-04-29,96.92150115966797,8.352417945861816,64.37899780273438,184.92616271972656,55.903316497802734,271.1709899902344,96.92150115966797,10.319999694824219,64.37899780273438,191.02000427246094,62.290000915527344,293.8699951171875,97.81700134277344,10.390000343322754,64.4635009765625,191.32000732421875,62.59000015258789,294.45001220703125,96.70449829101562,10.069999694824219,63.31475067138672,190.33999633789062,61.93000030517578,293.4100036621094,97.44999694824219,10.359999656677246,63.70000076293945,190.64999389648438,62.22999954223633,293.510009765625,80426000,62500500,49988000,21716200,1468500,57197700
2019-04-30,96.32599639892578,8.457633972167969,59.42399978637695,183.4933624267578,55.72382354736328,271.3094177246094,96.32599639892578,10.449999809265137,59.42399978637695,189.5399932861328,62.09000015258789,294.0199890136719,96.7854995727539,10.5,59.640499114990234,189.85000610351562,62.40999984741211,294.3399963378906,95.34750366210938,10.270000457763672,58.75,188.2100067138672,61.77000045776367,291.9200134277344,96.50499725341797,10.289999961853027,59.25,189.47999572753906,62.400001525878906,293.489990234375,70120000,46079300,124140000,31495300,1905400,81111700
2019-05-01,95.57599639892578,8.336233139038086,58.40399932861328,182.90281677246094,54.646854400634766,269.2701721191406,95.57599639892578,10.300000190734863,58.40399932861328,188.92999267578125,60.88999938964844,291.80999755859375,97.18199920654297,10.5,59.40250015258789,191.32000732421875,62.47999954223633,294.95001220703125,95.52749633789062,10.289999961853027,58.35900115966797,188.8000030517578,60.880001068115234,291.79998779296875,96.65450286865234,10.479999542236328,59.40250015258789,190.77999877929688,62.209999084472656,294.7200012207031,62340000,41805500,52784000,34797100,934100,71671900
2019-05-02,95.04100036621094,8.368607521057129,58.13050079345703,182.10897827148438,55.032772064208984,268.6888122558594,95.04100036621094,10.34000015258789,58.13050079345703,188.11000061035156,61.31999969482422,291.17999267578125,96.07749938964844,10.350000381469727,58.70949935913086,189.85000610351562,61.4900016784668,292.70001220703125,94.09349822998047,10.199999809265137,57.750099182128906,186.8699951171875,60.529998779296875,289.5199890136719,95.66649627685547,10.300000190734863,58.38800048828125,188.8699951171875,60.7400016784668,291.67999267578125,79258000,34508400,38896000,44110100,1084200,65030200
2019-05-03,98.12300109863281,8.425260543823242,59.27000045776367,185.01327514648438,55.25714111328125,271.3186340332031,98.12300109863281,10.40999984741211,59.27000045776367,191.11000061035156,61.56999969482422,294.0299987792969,98.22000122070312,10.449999809265137,59.34000015258789,191.25,61.849998474121094,294.3399963378906,96.80000305175781,10.300000190734863,58.45000076293945,189.3300018310547,60.43000030517578,291.29998779296875,97.44999694824219,10.369999885559082,58.682498931884766,189.6699981689453,61.63999938964844,292.82000732421875,127632000,36291200,39614000,30386200,1224900,56543700
2019-05-06,97.52749633789062,8.392887115478516,59.46950149536133,183.88063049316406,54.646854400634766,270.2021179199219,97.52749633789062,10.369999885559082,59.46950149536133,189.94000244140625,60.88999938964844,292.82000732421875,97.94999694824219,10.420000076293945,59.54249954223633,190.1999969482422,61.060001373291016,293.30999755859375,95.5250015258789,10.119999885559082,58.3129997253418,186.75999450683594,60.119998931884766,288.8999938964844,95.89900207519531,10.119999885559082,58.3129997253418,187.0500030517578,60.400001525878906,289.25,108356000,28640600,31278000,38371800,729900,107198100
2019-05-07,96.05000305175781,8.400980949401855,58.70500183105469,180.29864501953125,53.318607330322266,265.6898193359375,96.05000305175781,10.380000114440918,58.70500183105469,186.24000549316406,59.40999984741211,287.92999267578125,97.45500183105469,10.40999984741211,59.52199935913086,188.6699981689453,60.38999938964844,290.80999755859375,95.16899871826172,10.300000190734863,58.051998138427734,184.50999450683594,58.869998931884766,285.80999755859375,96.99949645996094,10.329999923706055,59.02349853515625,187.8699951171875,60.13999938964844,290.1499938964844,118042000,41154500,31028000,58818100,1229400,144729900
2019-05-08,95.88849639892578,8.368607521057129,58.313499450683594,179.84364318847656,52.54677963256836,265.32080078125,95.88849639892578,10.34000015258789,58.313499450683594,185.77000427246094,58.54999923706055,287.5299987792969,96.76850128173828,10.449999809265137,59.02119827270508,187.1699981689453,59.400001525878906,289.42999267578125,95.5,10.3100004196167,58.2869987487793,184.9600067138672,58.5,286.8699951171875,95.94349670410156,10.380000114440918,58.60049819946289,185.6300048828125,59.400001525878906,287.5299987792969,81572000,33472200,26186000,37165300,1320700,91568300
2019-05-09,94.99349975585938,8.255297660827637,58.11899948120117,178.8755645751953,51.55956268310547,264.5179748535156,94.99349975585938,10.199999809265137,58.11899948120117,184.77000427246094,57.45000076293945,286.6600036621094,95.47000122070312,10.300000190734863,58.483001708984375,185.41000366210938,58.119998931884766,287.3299865722656,93.80000305175781,10.069999694824219,57.54249954223633,182.08999633789062,57.13999938964844,283.29998779296875,95.0,10.260000228881836,57.951499938964844,183.6999969482422,58.029998779296875,285.2300109863281,106166000,43621300,23714000,55351700,1589100,103471100
2019-05-10,94.4990005493164,8.400980949401855,58.2135009765625,179.0982208251953,51.7839241027832,265.8467712402344,94.4990005493164,10.380000114440918,58.2135009765625,185.0,57.70000076293945,288.1000061035156,95.18949890136719,10.40999984741211,58.630001068115234,185.88999938964844,57.81999969482422,288.94000244140625,92.80000305175781,10.199999809265137,57.125,181.02999877929688,56.400001525878906,282.29998779296875,94.9000015258789,10.319999694824219,58.179500579833984,184.11000061035156,57.310001373291016,285.6199951171875,114360000,37629500,26290000,58526400,1647000,112429300
2019-05-13,91.13400268554688,8.158177375793457,56.60150146484375,172.88302612304688,49.94412612915039,259.16595458984375,91.13400268554688,10.079999923706055,56.60150146484375,178.5800018310547,55.650001525878906,280.8599853515625,92.3270034790039,10.260000228881836,57.39699935913086,181.25999450683594,56.86000061035156,283.489990234375,90.9000015258789,10.039999961853027,56.105499267578125,178.05999755859375,55.459999084472656,279.92999267578125,91.8280029296875,10.170000076293945,57.097999572753906,180.2899932861328,56.290000915527344,282.4200134277344,115668000,51102100,37212000,67185800,1530700,127290500
2019-05-14,92.00599670410156,8.287672996520996,56.02199935913086,174.7804718017578,50.330039978027344,261.509765625,92.00599670410156,10.239999771118164,56.02199935913086,180.5399932861328,56.08000183105469,283.3999938964844,92.62200164794922,10.289999961853027,57.020999908447266,181.6300048828125,56.5,285.1000061035156,90.7874984741211,10.130000114440918,55.977500915527344,178.86000061035156,55.7599983215332,281.8500061035156,91.9749984741211,10.149999618530273,56.86050033569336,179.52000427246094,55.869998931884766,281.989990234375,92582000,31297200,36732000,43360600,2044700,77003200
2019-05-15,93.55750274658203,8.384793281555176,58.21049880981445,177.24913024902344,50.27618408203125,263.0415344238281,93.55750274658203,10.359999656677246,58.21049880981445,183.08999633789062,56.02000045776367,285.05999755859375,93.72149658203125,10.399999618530273,58.56650161743164,183.5500030517578,56.2599983215332,285.7699890136719,91.1500015258789,10.039999961853027,55.83330154418945,179.30999755859375,55.369998931884766,281.3599853515625,91.39749908447266,10.210000038146973,55.89350128173828,179.35000610351562,55.439998626708984,281.5899963378906,93852000,44050200,45786000,40944500,814600,73956400
2019-05-16,95.37850189208984,8.417168617248535,58.94900131225586,179.03042602539062,50.419776916503906,265.47760009765625,95.37850189208984,10.399999618530273,58.94900131225586,184.92999267578125,56.18000030517578,287.70001220703125,95.87550354003906,10.4399995803833,59.40800094604492,186.07000732421875,56.63999938964844,289.2099914550781,94.114501953125,10.300000190734863,58.141998291015625,182.9499969482422,56.029998779296875,285.760009765625,94.2969970703125,10.300000190734863,58.22549819946289,183.1699981689453,56.29999923706055,285.8399963378906,94156000,32697000,30628000,39281200,844400,76749600
2019-05-17,93.44999694824219,8.328140258789062,58.1150016784668,177.2007293701172,50.25823974609375,263.7613220214844,93.44999694824219,10.289999961853027,58.1150016784668,183.0399932861328,56.0,285.8399963378906,95.52649688720703,10.4399995803833,59.00749969482422,185.5800018310547,56.47999954223633,288.6000061035156,93.36650085449219,10.239999771118164,58.0004997253418,182.8800048828125,55.52000045776367,285.1199951171875,94.65249633789062,10.319999694824219,58.423500061035156,183.10000610351562,55.63999938964844,285.1400146484375,94732000,34565400,24172000,44702300,874500,100353000
2019-05-20,92.94850158691406,8.320045471191406,56.942501068115234,174.20932006835938,50.11463928222656,262.017333984375,92.94850158691406,10.279999732971191,56.942501068115234,179.9499969482422,55.84000015258789,283.95001220703125,93.38899993896484,10.300000190734863,57.33985137939453,181.17999267578125,56.29999923706055,285.9599914550781,91.7770004272461,10.199999809265137,56.57215118408203,179.33999633789062,55.209999084472656,283.1199951171875,92.6344985961914,10.300000190734863,57.224998474121094,180.49000549316406,55.68000030517578,284.05999755859375,75964000,29535900,27066000,38608300,971500,62877600
2019-05-21,92.8759994506836,8.287672996520996,57.48149871826172,176.0293426513672,51.16468048095703,264.3795471191406,92.8759994506836,10.239999771118164,57.48149871826172,181.8300018310547,57.0099983215332,286.510009765625,93.94999694824219,10.3100004196167,57.635398864746094,182.3300018310547,57.25,286.92999267578125,92.30000305175781,10.149999618530273,56.89699935913086,180.9199981689453,56.369998931884766,285.54998779296875,93.739501953125,10.3100004196167,57.42449951171875,181.5,56.43000030517578,285.8299865722656,80102000,30099300,23196000,31613800,864600,46847100
2019-05-22,92.98400115966797,8.0691499710083,57.57099914550781,175.24514770507812,50.75183868408203,263.56744384765625,92.98400115966797,9.970000267028809,57.57099914550781,181.02000427246094,56.54999923706055,285.6300048828125,93.57450103759766,10.210000038146973,57.92599868774414,182.07000732421875,57.04999923706055,286.69000244140625,92.55000305175781,9.930000305175781,57.294498443603516,180.75,56.349998474121094,285.1000061035156,92.58899688720703,10.170000076293945,57.337501525878906,180.82000732421875,56.790000915527344,285.45001220703125,58732000,51407200,18290000,24332600,957600,49482500
2019-05-23,90.77400207519531,7.972029209136963,57.03850173950195,172.5635528564453,50.71574783325195,260.3470458984375,90.77400207519531,9.850000381469727,57.03850173950195,178.25,56.20000076293945,282.1400146484375,92.19999694824219,9.850000381469727,57.298648834228516,179.02000427246094,56.560001373291016,283.2099914550781,90.20999908447266,9.670000076293945,56.46120071411133,177.13999938964844,55.16999816894531,280.57000732421875,91.82949829101562,9.850000381469727,57.025001525878906,178.94000244140625,55.58000183105469,283.1600036621094,88486000,43153800,23978000,45351300,1348100,98733800
2019-05-24,91.16400146484375,7.955841541290283,56.673500061035156,172.47642517089844,50.81501770019531,260.9376525878906,91.16400146484375,9.829999923706055,56.673500061035156,178.16000366210938,56.310001373291016,282.7799987792969,92.08799743652344,9.949999809265137,57.488250732421875,179.85000610351562,57.18000030517578,284.20001220703125,90.89250183105469,9.800000190734863,56.58300018310547,177.94000244140625,56.02000045776367,282.0899963378906,91.79450225830078,9.920000076293945,57.36800003051758,179.2100067138672,56.599998474121094,283.739990234375,67394000,22131500,22240000,25903300,748200,55268100
2019-05-28,91.82150268554688,7.915374755859375,56.70750045776367,171.8278045654297,50.255516052246094,258.5108337402344,91.82150268554688,9.779999732971191,56.70750045776367,177.49000549316406,55.689998626708984,280.1499938964844,92.4635009765625,9.899999618530273,57.579349517822266,179.66000366210938,56.529998779296875,284.1499938964844,91.36750030517578,9.770000457763672,56.65599822998047,177.47000122070312,55.400001525878906,280.1300048828125,91.63749694824219,9.869999885559082,56.70000076293945,178.66000366210938,56.33000183105469,283.0899963378906,64000000,27656200,27300000,24763800,1532200,70029400
2019-05-29,90.95950317382812,7.858720302581787,55.823001861572266,170.41436767578125,50.09307861328125,256.7760009765625,90.95950317382812,9.710000038146973,55.823001861572266,176.02999877929688,55.5099983215332,278.2699890136719,91.5,9.75,56.45500183105469,177.0,55.779998779296875,279.3599853515625,90.37650299072266,9.550000190734863,55.4109992980957,175.08999633789062,55.02000045776367,276.7099914550781,91.15599822998047,9.6899995803833,56.375999450683594,176.38999938964844,55.599998474121094,278.9100036621094,85580000,32262600,30764000,42178800,1374800,104972900
2019-05-30,90.81600189208984,7.883001804351807,55.897499084472656,171.1307373046875,49.71406555175781,257.47735595703125,90.81600189208984,9.739999771118164,55.897499084472656,176.77000427246094,55.09000015258789,279.0299987792969,91.47350311279297,9.84000015258789,56.15650177001953,177.27000427246094,56.11000061035156,280.0400085449219,90.3915023803711,9.680000305175781,55.60599899291992,175.77000427246094,54.900001525878906,277.80999755859375,91.27449798583984,9.739999771118164,55.777000427246094,176.5,55.630001068115234,279.1099853515625,62938000,24759600,19038000,30354800,1668000,62523800
2019-05-31,88.75350189208984,7.704945087432861,55.18149948120117,168.40072631835938,48.423606872558594,254.00770568847656,88.75350189208984,9.520000457763672,55.18149948120117,173.9499969482422,53.65999984741211,275.2699890136719,89.77950286865234,9.539999961853027,55.47999954223633,175.2899932861328,54.529998779296875,277.1199951171875,88.63500213623047,9.319999694824219,55.00899887084961,173.8699951171875,53.47999954223633,275.239990234375,89.50050354003906,9.479999542236328,55.06449890136719,174.69000244140625,54.38999938964844,276.20001220703125,92376000,48250400,30156000,45446200,1697400,86862800
