Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,F,GOOG,QQQ,RHI,SPY,AMZN,F,GOOG,QQQ,RHI,SPY,AMZN,F,GOOG,QQQ,RHI,SPY,AMZN,F,GOOG,QQQ,RHI,SPY,AMZN,F,GOOG,QQQ,RHI,SPY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,97.48600006103516,3.8117547035217285,57.932342529296875,185.0487518310547,33.50394058227539,240.37147521972656,99.6510009765625,4.0958607540119045,58.55510488311153,189.76244723335867,35.91800043080927,245.57523702023772,97.20050048828125,3.7486201092598814,56.703261119657064,183.8824811136616,32.882674781770206,238.94463501152492,98.21749877929688,3.9695915654882112,57.15962155498236,186.3316600011428,35.29673463030409,242.99201162524744,102472000,231800800,49728000,62659300,1874800,194881100
2020-04-01,95.38500213623047,3.4724061489105225,55.08307647705078,177.18617248535156,33.87668991088867,229.5536346435547,97.24800109863281,3.7644038420615398,56.282270249050356,182.3858165912681,33.98319491558951,240.28759621981686,94.6500015258789,3.440838851073216,54.67604215570857,175.77692772195397,31.400507800039215,227.4553381139793,96.64849853515625,3.6539182996309685,55.89914446654405,179.57704067555218,32.11052423658432,231.2602508618741,82438000,119174500,46884000,53715400,2007700,189554600
2020-04-02,95.94149780273438,3.44083833694458,55.84135437011719,180.78216552734375,33.5749397277832,234.85067749023438,96.37650299072266,3.606566813983293,56.141275401525384,184.75722695046815,34.852969459734105,235.64335876050833,94.5,3.3540280927072024,54.62372933746652,175.88382174250546,32.89154777144029,228.09882035351683,95.08200073242188,3.464513618629072,54.71639488242185,176.1462375186391,33.44181014949369,228.65837179252074,86720000,90891700,39298000,56465300,1726700,177660400
2020-04-03,95.32949829101562,3.3461360931396484,54.69746780395508,178.21636962890625,33.699195861816406,231.4561004638672,96.31649780273438,3.4881892889977215,55.97587150922342,181.81239275525436,34.24058457351485,236.2402211530827,94.4574966430664,3.2908935181386814,53.79720293795534,176.1948263828853,33.077930071578415,228.68634787853023,95.55750274658203,3.472405642381471,55.75043184056625,180.3351083004814,33.75244499042531,233.85281401330948,72198000,85659900,46268000,47487600,1809200,135561200
2020-04-06,99.87950134277344,3.5749998092651367,59.13352966308594,190.95790100097656,33.85894775390625,247.0021514892578,99.9260025024414,3.685485344100095,59.51914515659062,192.09501622580893,34.5512134645225,248.99787848320506,96.5009994506836,3.480297545951896,56.344550877283865,183.8727938831937,31.267383123472623,231.43746459643546,96.80000305175781,3.5828914450259957,56.69628770254205,185.12653174751486,33.921073990211504,240.45547594101922,115464000,102205300,53294000,64763500,4580900,188061200
2020-04-07,100.58000183105469,3.7170519828796387,59.113101959228516,190.88014221191406,35.65174102783203,247.2539520263672,101.78600311279297,3.969590679899205,61.030711333281545,196.96421345144915,36.57476430388867,256.486451445,99.88099670410156,3.6539174027026924,58.89986742758703,190.4913902046962,34.77309654025263,247.0301428278452,100.85549926757812,3.8275374981892947,60.831426617699606,196.68235564076852,35.42098690163098,255.7217320700908,102280000,115150400,47746000,69904500,3356400,201427200
2020-04-08,102.1500015258789,3.9695911407470703,60.29734802246094,194.93299865722656,36.74339294433594,255.5538787841797,102.19999694824219,4.016942081376966,60.73527343208442,195.516126793331,37.03627329068792,257.39105520793953,100.55750274658203,3.7880790135098916,59.195308721541366,190.6566515094188,35.23460565602365,247.36586012284766,101.05000305175781,3.835429954139787,60.1090255003296,192.58099956946438,36.415007538368044,249.89313389178628,79546000,117022200,39502000,45940400,1528800,153774500
2020-04-09,102.13800048828125,4.237914085388184,60.35563278198242,195.21481323242188,38.41192626953125,259.4427185058594,102.6500015258789,4.53780381942132,61.05910639269622,197.50848582516426,39.01544111062144,262.24044719516786,100.88300323486328,4.135320169590757,59.622518664139875,193.43624375826684,37.169398303353354,256.8967751530002,102.21499633789062,4.348400014544755,60.98487208848688,196.6629419946415,37.60428190654667,258.8644973370292,92930000,175681700,43508000,68252600,1653600,189999200
2020-04-13,108.44349670410156,4.072185516357422,60.66004180908203,197.32382202148438,36.32624816894531,257.073974609375,109.0,4.285264982299103,60.807016615626516,197.70286044247717,38.34092198662215,258.7992463780909,101.9000015258789,3.96169996491297,59.16730885587306,193.16411300086716,35.72273339600136,253.11052551420246,102.0,4.285264982299103,60.24254319783127,194.37898163609273,37.97703837813758,258.4541977163415,134334000,99320000,34796000,42853900,1876700,114839100
2020-04-14,114.16600036621094,4.174778461456299,63.23428726196289,205.90570068359375,37.0451545715332,264.6557922363281,114.5999984741211,4.293155998672194,63.873990809597274,206.52771296709693,37.56879247213066,265.6909380967998,109.31050109863281,4.072184570781735,61.62507156986149,200.61858885884524,36.28188542297152,256.93406289185134,110.02349853515625,4.158994814914967,62.03161175142881,201.405821533129,36.80552332356898,262.0352555449032,161744000,74877000,49408000,63959600,2022000,134143400
2020-04-15,115.38400268554688,3.9695911407470703,62.89750289916992,203.54391479492188,36.54814147949219,259.0323791503906,116.66850280761719,4.056401010412633,63.793784258229195,205.8764711435451,37.19603187171893,264.7956933412649,112.25,3.906456176928718,61.79795334033705,201.29884024645077,35.08372941629896,256.88743677523325,112.88400268554688,3.9932664229061055,62.057518739034414,202.62061772835608,35.93575276548711,258.85518739235687,137332000,74727700,33434000,47036000,1832300,121775000
2020-04-16,120.40950012207031,3.898564577102661,62.947322845458984,207.25657653808594,35.855857849121094,260.2820129394531,123.05000305175781,4.001158470889743,63.72104347713637,208.345094023327,36.654624898077564,261.149301941165,116.75,3.8591052713962974,61.9085557170271,203.79663324862247,34.56895143146241,257.1672119683842,117.30000305175781,3.993266459223739,63.47692170380985,205.74042294651775,36.654624898077564,260.3286303636444,240764000,58951200,50362000,64657400,1672000,131798300
2020-04-17,118.75,4.0406174659729,63.93278503417969,209.23924255371094,38.37644577026367,267.3136291503906,120.0,4.166887020498939,64.48978182697054,210.424955495767,38.51844912893882,267.9291043366545,115.8010025024414,3.9695912413833274,63.33393879149443,206.1194682882542,36.84103001095304,263.35948710128525,118.61650085449219,4.080076772320757,64.01250044409663,210.094514795178,37.14278757134112,266.1385741475947,158600000,91989300,38980000,62863200,1555500,146684800
2020-04-20,119.68049621582031,3.930131435394287,63.103763580322266,206.76092529296875,36.557003021240234,262.6040954589844,122.2490005493164,4.0169416725362055,63.850580469073726,209.8126746699515,37.83503592622185,267.4535024683319,119.30249786376953,3.874888488792741,62.84270056758679,206.59570494041793,36.48600307408862,262.38028630654054,119.49749755859375,3.95380709145546,63.32247540806169,207.36349538226457,36.716757134362936,263.555312816834,115414000,71079400,33910000,38249100,1815500,100109300
2020-04-21,116.40599822998047,3.7644035816192627,60.59926223754883,199.1315460205078,36.654640197753906,254.63058471679688,121.41549682617188,3.882781128475083,62.4889719585799,205.22533121280458,36.93864682956632,259.2934651875705,113.98300170898438,3.724944273896707,60.2689480816957,197.90696378188701,34.852972492389014,253.67933888638223,120.83049774169922,3.85910546857918,62.12677088021204,204.68107244008425,34.95947413291214,258.07179278102495,149534000,82400200,43060000,72932800,1758000,126385700
2020-04-22,118.17449951171875,3.7644035816192627,62.93436813354492,205.04066467285156,36.699012756347656,260.2820129394531,119.69999694824219,3.85910546857918,64.05050541099202,206.3818843571025,37.61316220570542,262.0539019582094,117.55000305175781,3.74861993379261,61.877663911778804,202.4748627746795,36.36175702321163,258.23966886447624,118.44999694824219,3.8433218207525273,62.05403215068885,203.22322598704523,37.44453095351156,259.5825808167889,84244000,62237200,41848000,40089100,2418500,92951600
2020-04-23,119.97250366210938,3.8591055870056152,63.5870246887207,204.6033172607422,38.855690002441406,260.2633056640625,121.21099853515625,3.9301321925611084,64.43397997944243,208.41314346606669,39.228450791200125,264.79563996441124,119.10399627685547,3.7644036971395303,63.05693167795852,204.19512318480804,37.28477654861172,259.9555680968602,119.9990005493164,3.788079357761981,63.34987781548499,205.8376130987076,37.595411103514955,261.57824128021423,101332000,61959800,31324000,43278500,2037700,104709700
2020-04-24,120.51100158691406,3.8433213233947754,63.736488342285156,207.83001708984375,39.10420227050781,263.89105224609375,121.02149963378906,3.9143479175792053,63.790789996183854,208.2770953017859,41.855517830924065,264.57184302427623,119.0999984741211,3.788078751306263,62.24883360306302,203.61199647386675,37.843919858747775,259.7224360656363,120.8499984741211,3.890672260747129,62.832734125623766,205.04068326797838,39.93847134193617,261.80209095189224,76498000,54320400,32792000,34231900,3304000,85063200
2020-04-27,118.80000305175781,4.080076694488525,63.56560134887695,209.501708984375,40.39109802246094,267.6959228515625,122.24400329589844,4.09586034146421,64.57547679678876,210.54164387762296,40.70173254843628,268.8336666820611,118.1500015258789,3.8512136251851925,63.22283498633219,208.47150253345734,39.308324200651874,265.42977005752385,122.16000366210938,3.874888907492805,64.56800395261827,210.11400765348145,39.334948759646,265.8960580460895,112912000,91082800,32012000,36451700,1416700,77896600
2020-04-28,115.7040023803711,4.245805263519287,61.46265411376953,205.55575561523438,41.09225082397461,266.46502685546875,118.67500305175781,4.372074441930859,64.17191729186524,211.21219061861964,42.10402494126476,271.75271834860047,115.30000305175781,4.119535708795881,61.38941948424388,205.27391264098202,40.559739199809165,266.1572607499609,118.6050033569336,4.332615135521325,64.16594205765055,211.21219061861964,41.21650331057146,271.39833481375825,105388000,106222800,59026000,46862800,1430700,105270000
2020-04-29,118.635498046875,4.151102542877197,66.83385467529297,212.844970703125,42.85841369628906,273.44061279296875,119.59449768066406,4.34050627231208,67.75604010426764,213.78770988761153,43.204546536752076,274.99802730256994,115.5,4.111643244422384,66.0297447414079,209.09345601442945,41.891015133792685,270.8294112642531,116.50050354003906,4.206345109139825,66.83285880290971,210.11394856598005,42.166144629737225,271.87389187573933,91832000,126393000,75872000,48716400,2042900,118745600
2020-04-30,123.69999694824219,4.016942501068115,67.19158172607422,212.75750732421875,41.9531364440918,270.894775390625,123.75,4.135319676855018,67.39883724756172,213.85573843146656,42.3081429681455,273.5432886822996,119.80049896240234,3.9932668401236158,65.88776409854685,211.24135371567664,41.42949868940907,269.1321925129427,120.99199676513672,4.072185082752172,66.0068430879677,213.7682714532673,41.57150197615564,272.04182603168465,190692000,93437900,53378000,43359500,1587100,122901700
2020-05-01,114.302001953125,3.8827807903289795,65.7940902709961,206.76092529296875,39.38819885253906,263.72320556640625,118.12200164794922,3.9853746804233845,67.36145644052299,210.5804651117981,41.2874940187202,271.0625749832255,112.90950012207031,3.866997143876903,65.315311357074,205.73070424716022,39.02431523084665,262.5388156947959,116.83999633789062,3.9616990225893622,66.18717855427784,208.47145496932353,41.18099240363652,266.0732871131243,195452000,82660100,41450000,48795000,1458000,125180000
2020-05-04,115.79949951171875,3.835430383682251,66.10248565673828,209.1712188720703,39.237327575683594,264.4506530761719,116.3489990234375,3.922240263069938,66.14533858027171,209.39475054381015,39.53021131723101,264.7583907151607,112.81900024414062,3.7644037766269918,64.71746274764548,205.1864439013842,38.49180932566646,260.3100122645108,112.81900024414062,3.8512140323265456,65.17731255153716,205.51689943388462,39.05094885958583,261.8114463607373,97318000,84214700,30080000,32841000,1463100,80873200
2020-05-05,115.88999938964844,3.9222395420074463,67.31362915039062,211.54266357421875,39.370452880859375,266.89398193359375,117.55000305175781,4.016941792775068,68.45104464151677,213.9529589570614,40.3999776488028,269.7476627964931,115.35649871826172,3.898564261549389,66.63357755150157,210.75543101816527,39.246200416980535,264.5811827381862,117.0,3.9380231877500833,66.6564978203561,211.32884549356962,39.78758905441751,267.31365260282996,64850000,96301300,33030000,37783100,1153000,79569900
2020-05-06,117.56300354003906,3.8433213233947754,67.12381744384766,212.844970703125,38.953311920166016,265.08477783203125,117.87249755859375,4.0169418033318705,68.31055530646267,214.82762965847436,39.725454554825326,269.01091556129825,116.0,3.8038623970903807,67.12332330866428,211.97998488570252,38.78468408071465,264.64646589123663,116.47200012207031,3.9853745117636348,67.84074677827618,213.23372270850695,39.60120210621639,268.6192495052489,62356000,89390400,24308000,36455200,964800,73632600
2020-05-07,118.38050079345703,3.8433213233947754,68.3823013305664,215.58575439453125,40.080467224121094,268.283447265625,118.80000305175781,3.930131563363323,68.63339804359983,216.47016756711463,40.54197876916861,270.241862487656,117.15550231933594,3.8275376776106578,67.52089440512763,214.22509250681557,39.627832789231036,267.7705418679321,118.73899841308594,3.866996980226852,68.05248507579938,215.58575439453125,39.627832789231036,268.34873441368336,67928000,67222900,27952000,38624800,1148800,75250400
2020-05-08,118.98049926757812,4.135319709777832,69.16996765136719,218.54029846191406,42.05077362060547,272.7225341796875,119.36199951171875,4.143211722259451,69.68760844457282,218.6763631613502,42.192776938697115,273.19815705814614,117.8499984741211,3.906456616177021,68.52777438862209,216.22718374155988,40.417733769738476,270.3164721050913,118.60700225830078,3.91434862865864,68.90890464132967,217.26711845363172,40.417733769738476,271.4635508578603,64132000,101207100,27738000,31852300,1280400,76452400
2020-05-11,120.44999694824219,4.0406174659729,69.91180419921875,220.49378967285156,41.20762252807617,272.77850341796875,120.9834976196289,4.095860419597532,70.57292666652954,221.52399588684466,41.69575866425006,274.17736753806093,118.60549926757812,3.985374888660103,68.61107315028227,216.97553490507767,41.021243830093994,270.33515864180197,118.73500061035156,4.087968407803227,68.66727532585466,217.2087950182218,41.58925703477821,270.76413566984047,65184000,75734000,28242000,35714100,1143600,79514200
2020-05-12,117.84750366210938,3.930131435394287,68.54073333740234,215.87730407714844,39.81421661376953,267.3415832519531,120.94999694824219,4.119535178636524,70.49670290759258,221.6892466237848,41.589259684303165,274.4011621750135,117.75,3.9222394246033003,68.4924069148752,215.8481484147021,39.76984121413138,267.201674079374,120.59249877929688,4.064292608346765,70.10411629249947,221.09639010414264,41.15437264234699,273.98152003716183,61498000,70965200,27812000,41054100,1144800,95870800
2020-05-13,118.39600372314453,3.7249443531036377,67.22496032714844,213.17543029785156,38.65156936645508,262.6134033203125,120.38500213623047,3.953807815924411,69.02609080159317,218.2973207291924,39.52134022637297,267.82649966627605,116.88999938964844,3.6775934086168123,66.18220578020906,210.61935671737967,38.35868896591589,260.151389056766,118.33999633789062,3.9459158036873454,68.60599984484796,216.40212858247304,39.52134022637297,266.77268424861984,95658000,100192300,36252000,65521200,1272400,144721100
2020-05-14,119.44249725341797,3.8591055870056152,67.56373596191406,215.59544372558594,39.59233856201172,265.75628662109375,119.56849670410156,3.8827812476280656,67.62800393814031,215.6343129957418,39.601212288211634,265.88683251239354,117.6604995727539,3.567107905095924,65.95850375751294,209.91958116673226,37.11615252021532,254.5840115754102,118.05049896240234,3.661809794962009,66.51201113260562,211.84392888313653,38.03029867198466,260.14218717581855,72962000,108061100,32062000,51549300,1282800,121977900
2020-05-15,120.48899841308594,3.8669965267181396,68.41368865966797,216.9949951171875,40.06272888183594,266.9779357910156,120.55000305175781,3.898563814584267,68.47795664514966,217.05330644286923,40.42661264237122,267.02455322093897,117.81849670410156,3.7486190090642846,66.71030576743806,212.19383157018584,39.21070886482064,262.37100669980106,118.4260025024414,3.7880783070528214,67.25833972454419,212.63118134273927,39.21070886482064,263.331559127971,84700000,80544700,34154000,55747200,1485200,111146300
2020-05-18,121.31300354003906,4.1905622482299805,68.94925689697266,221.03805541992188,43.1069221496582,275.1099548339844,121.6500015258789,4.206345895299494,69.36700636887353,222.25292407477332,43.39980589126619,276.7419630406266,119.20050048828125,4.04061741291369,67.47007467895354,219.13314967388098,41.54488568462718,272.96504114638316,120.21749877929688,4.04061741291369,67.84373208983708,219.92038218943438,41.6247627609179,273.29142001974003,87144000,136157700,36448000,42398100,1193100,119703800
2020-05-19,122.46649932861328,4.182671070098877,68.42838287353516,220.4840850830078,42.751914978027344,272.2843017578125,124.25,4.3010482479052525,69.35081926922581,223.3900562713168,43.559562905597225,276.23841613805683,121.44850158691406,4.064293515980632,68.42838287353516,220.3383067750407,42.35253295596149,272.26566047751754,121.49150085449219,4.15899540875048,69.10156986997157,221.30047326750312,42.35253295596149,274.5038378916187,86410000,94836300,25612000,36237300,965600,95189300
2020-05-20,124.89700317382812,4.332614421844482,70.08417510986328,224.8867645263672,43.47968673706055,276.909912109375,125.00050354003906,4.372073721754202,70.26851792522437,225.24636090051615,44.62458708231735,277.7865362290429,123.3635025024414,4.237912553635283,69.11416502472807,223.03044167344225,43.18680297006078,275.6416218272868,123.89350128173828,4.245804564141936,69.23024117004327,223.04988372418907,43.18680297006078,275.87476593443307,79962000,87685400,33108000,37417000,910700,85861700
2020-05-21,122.33699798583984,4.443100929260254,69.88888549804688,222.43759155273438,43.0447883605957,274.998046875,126.27249908447266,4.490451869953052,70.52111247443372,225.6156921786418,44.296193412561195,277.59994218127207,122.12699890136719,4.293156095577146,69.4230604489868,221.9224884177327,42.97378502273572,273.8882790313198,125.0,4.301047730870033,70.14795677957501,224.9353686824075,43.87018354227778,276.77927065384836,102288000,87098200,27700000,43642900,764200,78293900
2020-05-22,121.84400177001953,4.458884239196777,70.26851654052734,223.20538330078125,42.374454498291016,275.5203552246094,123.49250030517578,4.52201882201605,70.38509442076389,223.40947292227912,43.1788644082149,275.6975470054014,121.50650024414062,4.340506708254743,69.34234006155904,221.10608678574005,42.29401350729863,273.45003461848734,122.75050354003906,4.482559519598106,69.58546974957504,222.029383962374,43.00010627161761,274.7090183651781,57342000,76656500,26188000,28762400,999900,63958200
2020-05-26,121.09300231933594,4.608829498291016,70.59732818603516,222.602783203125,45.19881820678711,278.9149169921875,123.0999984741211,4.727206664138927,71.79204048259427,227.00548038434349,46.07472924929415,281.81524418534843,120.7030029296875,4.593045851090505,70.3537043665957,222.35980949795527,43.661503139372364,275.53899522224816,122.9000015258789,4.671964087093057,71.60620766622463,226.80137594682816,43.661503139372364,281.57276523171595,71364000,86046300,41212000,33055300,1839100,88951400
